Description,Quantity,UnitPrice,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Quantity_Group
9,21,60.55,8,0.13,0,15.88,4,0,0,0,0,0,Medium
10,34,94.43,3,0.34,2,26.71,4,1,0,3,1,1,Medium
1,40,36.55,0,0.19,0,8.85,2,0,0,3,1,1,High
6,22,50.34,8,0.01,0,6.66,2,0,0,3,3,1,Medium
6,8,8.07,11,0.46,1,23.85,2,1,0,3,3,0,Low
5,20,91.06,4,0.45,2,24.98,0,0,0,3,1,0,Medium
7,38,80.61,7,0.41,2,26.77,3,0,0,2,3,1,High
8,9,6.54,2,0.06,0,11.21,4,1,0,0,3,0,Low
8,19,71.47,0,0.04,1,9.1,0,0,0,3,3,1,Medium
3,32,90.8,8,0.24,0,7.08,3,0,0,0,0,0,Medium
5,11,76.97,2,0.02,0,16.73,4,0,0,2,2,2,Low
10,28,58.08,3,0.02,1,25.73,0,1,0,2,3,2,Medium
9,49,91.68,1,0.08,1,11.99,0,1,0,1,3,2,High
7,36,72.15,6,0.34,1,12.66,0,0,0,0,0,2,High
8,21,11.2,11,0.17,0,9.49,1,1,0,1,0,1,Medium
0,2,23.09,2,0.34,1,18.59,1,1,0,1,1,0,Low
6,7,16.05,6,0.18,0,28.94,4,1,0,2,2,0,Low
8,25,31.76,0,0.28,2,24.43,0,1,0,2,2,0,Medium
0,42,26.75,4,0.32,1,28.08,0,1,0,3,1,1,High
4,36,27.27,7,0.18,1,16.3,0,1,0,2,2,0,High
7,21,34.98,4,0.1,2,11.95,1,0,0,2,0,1,Medium
10,38,3.23,4,0.08,1,25.73,3,1,0,2,0,2,High
8,13,17.94,11,0.34,1,7.99,2,0,0,3,3,0,Low
6,26,6.81,10,0.21,2,7.27,4,1,0,0,1,1,Medium
1,23,43.36,6,0.1,0,15.52,4,0,0,2,1,1,Medium
7,13,79.75,6,0.34,2,12.51,2,0,0,2,2,1,Low
6,36,50.05,11,0.06,1,21.12,2,0,0,1,1,0,High
9,29,70.66,11,0.28,0,13.01,0,0,0,2,3,1,Medium
9,9,12.5,6,0.16,1,26.87,3,1,0,3,1,0,Low
2,20,44.85,8,0.1,1,26.93,4,1,0,2,0,2,Medium
9,21,21.78,3,0.28,1,15.48,0,1,0,1,0,2,Medium
4,41,11.69,0,0.39,1,16.06,2,1,0,3,1,1,High
4,8,24.07,11,0.33,1,24.47,1,0,0,3,1,0,Low
8,26,79.06,1,0.41,2,17.4,2,1,0,1,1,0,Medium
6,38,57.9,3,0.34,1,14.36,3,1,1,1,0,0,High
9,27,23.68,11,0.07,1,14.73,4,0,1,2,2,2,Medium
3,23,23.32,8,0.02,0,13.61,1,1,0,2,0,0,Medium
6,31,24.95,4,0.03,1,22.85,1,1,1,1,3,1,Medium
3,14,79.34,9,0.35,0,21.9,4,1,0,3,2,0,Low
9,8,26.56,7,0.03,1,14.6,4,0,0,0,3,0,Low
7,10,38.63,11,0.26,0,6.19,1,1,0,2,3,1,Low
6,15,35.56,5,0.13,0,19.1,4,0,0,1,1,1,Low
2,31,29.35,3,0.36,1,21.42,0,1,0,1,4,1,Medium
7,23,77.8,10,0.03,2,14.23,3,1,0,1,1,1,Medium
6,34,44.07,4,0.34,0,27.17,4,0,0,1,4,1,Medium
3,23,25.99,3,0.46,0,21.88,4,1,0,1,4,1,Medium
9,21,61.73,10,0.15,0,20.13,2,0,0,3,0,1,Medium
5,10,59.43,9,0.19,1,17.89,4,0,1,2,4,2,Low
10,22,60.62,11,0.01,0,19.34,0,1,0,3,0,0,Medium
0,29,92.5,1,0.17,0,12.72,0,1,0,0,0,1,Medium
5,49,42.93,10,0.39,2,21.75,3,1,0,1,0,0,High
2,17,89.62,11,0.33,1,20.64,3,0,0,1,3,0,Medium
0,28,84.48,8,0.32,1,7.69,3,1,0,0,1,0,Medium
0,40,94.52,1,0.05,2,12.35,3,1,1,1,1,2,High
10,23,67.29,9,0.38,2,10.61,2,0,0,1,3,1,Medium
8,44,79.84,2,0.03,1,11.45,4,1,1,2,4,2,High
7,1,3.5,0,0.07,2,28.66,0,0,0,3,0,1,Low
0,42,84.4,10,0.44,0,21.82,1,0,0,2,1,0,High
2,2,34.63,4,0.21,0,14.8,0,1,0,1,1,2,Low
7,17,88.96,4,0.49,1,7.21,1,1,0,2,4,2,Medium
8,34,40.17,7,0.12,1,13.56,0,1,0,2,1,1,Medium
0,13,71.86,9,0.34,2,21.77,1,1,0,0,2,0,Low
8,7,97.15,9,0.25,1,5.27,4,1,0,3,0,1,Low
4,26,73.42,10,0.01,1,27.85,2,1,0,2,1,2,Medium
6,28,43.78,2,0.45,0,21.67,3,1,0,3,4,2,Medium
7,7,60.53,9,0.09,1,24.25,2,1,0,3,0,2,Low
4,9,29.12,8,0.4,2,22.92,4,1,0,1,1,0,Low
2,47,79.05,8,0.05,1,28.85,1,0,0,0,1,1,High
2,41,19.23,1,0.36,0,7.43,3,0,0,0,2,1,High
1,39,55.34,9,0.17,0,12.35,0,0,1,0,4,2,High
5,44,53.15,0,0.14,0,12.69,3,0,1,3,1,0,High
3,8,15.61,8,0.47,2,9.47,4,0,1,2,2,1,Low
0,7,16.24,8,0.11,2,13.35,2,0,0,1,1,1,Low
1,6,55.1,7,0.05,1,18.38,1,1,0,3,1,1,Low
8,10,87.03,3,0.03,2,8.54,0,1,0,0,4,0,Low
8,27,65.6,2,0.24,2,5.99,1,0,0,1,4,1,Medium
3,20,78.82,6,0.49,0,6.52,4,1,1,1,0,0,Medium
4,3,60.03,8,0.27,2,8.58,1,0,0,3,0,1,Low
2,30,12.06,9,0.34,1,29.08,1,0,0,1,1,0,Medium
3,30,21.14,6,0.1,2,9.04,2,1,0,3,1,1,Medium
5,32,82.31,11,0.05,0,19.93,1,1,0,3,4,0,Medium
8,31,33.04,2,0.21,2,28.49,0,0,0,1,1,2,Medium
9,21,78.2,10,0.25,2,26.06,4,0,0,0,3,0,Medium
10,20,42.83,2,0.09,0,9.94,0,1,0,3,3,1,Medium
10,12,48.85,7,0.46,1,25.06,2,0,0,2,0,0,Low
1,35,30.76,5,0.28,2,15.72,2,1,1,3,4,2,Medium
8,18,32.05,11,0.36,2,6.72,2,0,0,0,4,2,Medium
5,23,16.87,4,0.34,0,19.0,4,1,0,1,0,1,Medium
2,28,60.67,1,0.05,2,13.4,2,0,0,1,1,0,Medium
5,14,58.93,5,0.13,0,13.5,4,1,0,1,4,0,Low
6,8,87.7,1,0.08,1,20.18,3,1,1,1,4,0,Low
2,16,2.31,1,0.22,0,21.94,0,1,0,3,4,2,Medium
2,49,38.83,2,0.32,2,7.91,0,0,0,1,2,0,High
2,1,59.8,6,0.06,2,28.8,4,1,0,2,4,2,Low
5,5,8.36,4,0.05,0,19.46,0,1,0,2,2,1,Low
9,5,3.16,0,0.33,2,8.04,1,0,0,1,2,2,Low
0,23,72.05,4,0.38,1,13.56,1,1,1,3,1,1,Medium
3,18,25.52,5,0.37,1,16.44,3,0,0,0,1,0,Medium
9,35,59.23,3,0.05,2,8.78,4,0,0,0,4,1,Medium
1,4,63.37,8,0.24,0,20.8,0,0,0,2,4,1,Low
9,29,46.43,8,0.22,2,9.3,3,0,1,1,3,1,Medium
6,16,86.08,2,0.07,1,17.92,3,0,0,2,0,2,Medium
8,20,25.21,8,0.32,2,11.58,2,0,0,0,4,1,Medium
5,23,36.76,2,0.16,1,23.68,4,0,0,2,4,2,Medium
9,5,26.11,6,0.23,1,12.22,0,0,0,3,2,0,Low
4,48,15.91,6,0.25,2,29.8,3,1,0,1,1,0,High
3,29,15.55,11,0.16,1,9.34,1,1,1,0,1,2,Medium
6,1,81.72,0,0.3,2,25.28,3,1,0,2,3,0,Low
3,31,68.5,5,0.46,0,7.44,4,0,0,3,2,2,Medium
10,43,2.18,8,0.24,2,22.1,2,1,0,0,4,1,High
0,8,4.82,2,0.06,2,17.29,4,1,0,3,1,2,Low
1,33,67.32,3,0.24,2,28.55,3,0,0,1,3,2,Medium
9,41,79.07,7,0.37,0,27.33,4,1,0,0,3,0,High
3,32,87.57,4,0.17,1,8.94,1,1,0,1,2,1,Medium
4,40,58.34,2,0.02,0,28.95,2,1,0,0,2,0,High
6,18,32.4,4,0.06,2,9.0,4,0,0,2,4,1,Medium
1,25,78.56,9,0.28,2,28.76,1,0,1,2,0,1,Medium
3,40,56.19,9,0.3,2,6.17,3,0,0,2,4,1,High
6,13,43.29,11,0.38,0,29.93,2,0,0,3,0,1,Low
5,48,15.98,11,0.31,1,17.2,1,1,0,1,4,0,High
9,48,96.34,10,0.0,1,15.46,3,0,0,2,1,1,High
4,22,3.67,9,0.25,0,18.26,3,0,0,2,3,1,Medium
0,7,3.63,4,0.5,2,23.38,0,1,0,2,2,0,Low
3,32,29.55,4,0.32,1,26.65,1,1,0,0,1,1,Medium
1,30,63.0,10,0.21,2,11.08,0,0,0,1,4,0,Medium
2,4,44.49,3,0.07,2,22.98,4,0,0,3,1,1,Low
3,36,90.36,4,0.17,1,23.08,4,1,1,3,1,0,High
2,19,33.54,5,0.32,0,27.99,0,1,1,0,4,2,Medium
8,26,21.16,4,0.24,0,10.65,3,1,1,3,4,0,Medium
7,14,27.42,1,0.44,2,26.3,4,0,0,0,4,0,Low
9,15,99.52,3,0.02,2,24.47,1,1,1,1,2,1,Low
2,8,57.97,10,0.19,1,23.92,4,0,0,1,0,1,Low
8,35,48.68,1,0.18,2,6.23,2,0,0,0,2,0,Medium
4,12,23.07,9,0.12,0,11.79,4,1,0,3,2,2,Low
9,4,18.81,3,0.27,1,22.03,4,1,0,3,3,1,Low
8,12,2.54,3,0.22,0,21.92,4,1,0,3,0,0,Low
7,32,74.42,9,0.43,1,21.42,0,0,0,2,0,0,Medium
6,41,62.78,9,0.28,1,26.7,4,1,0,2,1,1,High
3,33,52.36,3,0.32,1,23.25,3,1,0,1,3,2,Medium
3,10,45.32,9,0.27,0,20.98,2,0,0,1,3,0,Low
1,25,74.32,8,0.12,2,28.63,4,0,0,1,2,1,Medium
1,43,70.34,2,0.3,1,22.82,4,0,0,1,1,0,High
9,43,44.94,7,0.5,2,10.56,2,0,0,1,3,0,High
1,40,36.45,7,0.32,0,16.54,3,1,0,0,0,0,High
5,17,4.62,9,0.33,2,11.57,1,1,0,3,4,1,Medium
7,11,13.94,9,0.41,1,27.67,2,1,0,0,0,1,Low
5,42,70.68,8,0.01,0,13.74,1,0,0,1,2,2,High
3,42,52.18,4,0.2,2,21.87,4,0,0,1,1,2,High
7,45,24.36,2,0.35,0,26.97,0,1,0,3,3,0,High
4,49,42.81,8,0.07,0,9.6,2,0,1,1,1,0,High
0,31,83.57,4,0.48,0,22.7,0,1,0,1,4,1,Medium
6,15,5.32,7,0.36,1,27.15,3,0,0,1,4,0,Low
2,14,89.26,7,0.45,0,24.8,0,1,0,1,1,2,Low
8,11,18.48,0,0.41,1,9.09,0,1,0,0,4,2,Low
2,11,94.6,7,0.49,0,18.29,2,1,0,3,4,1,Low
1,16,72.59,0,0.27,0,29.63,0,1,0,2,2,0,Medium
5,42,16.77,7,0.42,1,6.83,3,1,0,0,0,1,High
10,2,10.04,9,0.1,2,27.4,2,0,0,1,4,1,Low
10,27,31.47,7,0.01,0,6.14,3,0,1,0,4,1,Medium
9,21,67.13,10,0.07,1,22.1,4,1,0,3,3,0,Medium
6,32,92.97,10,0.47,2,13.46,1,0,0,0,4,2,Medium
0,18,40.73,11,0.18,1,5.37,2,0,0,0,3,0,Medium
0,45,29.27,2,0.46,0,21.34,3,1,0,0,2,1,High
5,21,81.59,7,0.17,1,17.58,4,1,0,1,0,2,Medium
9,14,87.44,9,0.22,0,13.04,4,1,0,0,0,1,Low
7,10,70.99,2,0.33,0,19.91,0,1,0,1,1,0,Low
0,5,51.6,0,0.27,0,22.55,0,0,0,1,4,2,Low
6,1,4.01,8,0.03,1,23.08,2,1,0,2,3,2,Low
7,15,84.84,8,0.12,1,5.06,2,1,0,3,2,2,Low
2,23,17.25,2,0.08,1,21.16,1,1,0,1,1,2,Medium
8,26,58.57,2,0.12,2,27.21,4,0,0,3,2,2,Medium
2,4,36.52,11,0.33,2,20.12,2,1,0,1,0,1,Low
7,26,53.07,5,0.09,1,22.36,3,0,0,0,3,0,Medium
3,23,72.8,1,0.11,1,8.58,0,0,0,0,2,1,Medium
4,28,82.17,11,0.08,1,28.15,3,1,0,1,1,0,Medium
2,47,58.97,1,0.44,0,25.15,1,0,0,3,1,0,High
3,43,33.99,5,0.16,0,8.38,0,0,1,2,2,0,High
10,13,67.91,8,0.28,1,25.85,0,0,0,3,3,0,Low
1,16,22.25,9,0.22,0,6.71,0,1,0,2,1,1,Medium
5,43,4.14,3,0.36,1,20.72,1,0,0,1,1,1,High
5,46,80.2,10,0.04,0,18.06,2,1,0,0,2,0,High
5,10,11.78,6,0.31,1,7.37,1,1,0,0,2,1,Low
8,22,39.18,0,0.24,1,16.54,3,0,0,0,3,1,Medium
4,38,47.16,0,0.46,2,11.26,3,0,0,1,1,0,High
6,28,44.48,11,0.35,1,18.72,4,1,0,0,2,0,Medium
1,6,57.51,6,0.16,2,29.88,2,0,0,1,0,1,Low
10,46,62.68,11,0.27,0,20.8,4,1,0,2,4,0,High
3,28,96.17,8,0.06,1,23.57,4,0,0,3,3,2,Medium
5,24,10.13,4,0.02,2,15.19,0,0,0,2,3,1,Medium
9,45,73.77,11,0.09,2,27.78,3,1,0,0,3,1,High
3,41,15.41,5,0.12,0,10.28,1,0,1,3,2,1,High
2,29,52.31,8,0.23,0,12.74,1,1,0,3,2,2,Medium
4,6,46.72,6,0.3,1,22.33,0,0,0,1,2,2,Low
7,1,97.54,9,0.24,2,6.28,4,0,0,3,2,2,Low
2,29,8.73,0,0.16,2,26.49,4,0,0,0,1,0,Medium
6,12,2.35,4,0.12,2,28.32,3,1,0,0,1,2,Low
8,8,88.86,0,0.05,2,5.44,2,1,0,0,2,2,Low
5,43,35.26,2,0.42,0,20.17,3,1,0,2,3,0,High
9,7,2.0,5,0.2,0,28.64,2,1,0,0,4,2,Low
10,8,8.84,4,0.23,1,26.22,2,0,0,0,0,2,Low
8,35,55.93,6,0.37,2,15.57,1,0,0,0,2,2,Medium
7,26,64.81,5,0.28,0,17.27,2,1,0,3,3,0,Medium
7,1,36.48,2,0.41,0,21.62,0,1,0,3,1,1,Low
7,27,53.85,11,0.41,1,11.28,4,1,0,0,3,2,Medium
1,28,88.87,3,0.46,0,10.39,1,0,0,3,0,1,Medium
3,48,15.06,10,0.39,2,13.3,4,0,0,3,0,1,High
5,31,76.73,6,0.01,1,29.96,2,1,0,1,2,1,Medium
10,42,21.29,3,0.33,1,7.64,4,1,0,2,0,0,High
7,48,66.81,7,0.18,0,29.25,4,1,0,0,1,1,High
7,10,83.12,7,0.5,1,23.59,0,0,0,0,0,2,Low
8,28,13.96,7,0.01,0,17.74,1,0,0,3,0,1,Medium
7,12,63.99,8,0.29,0,16.01,1,1,0,1,0,0,Low
5,15,81.79,7,0.18,1,20.09,4,0,0,1,4,2,Low
7,2,88.86,4,0.34,2,23.31,0,0,0,1,3,2,Low
0,18,24.03,5,0.12,1,29.84,1,1,0,1,1,2,Medium
2,44,22.96,7,0.21,0,7.93,4,1,0,2,4,2,High
0,43,40.18,8,0.44,1,22.22,0,1,0,2,3,0,High
2,23,84.71,11,0.45,2,29.73,3,1,0,1,3,0,Medium
0,10,92.23,9,0.09,2,15.22,2,0,0,3,2,0,Low
3,6,58.93,3,0.22,2,21.6,0,1,0,0,2,2,Low
2,17,88.36,9,0.02,0,8.17,3,1,0,2,2,2,Medium
0,49,6.84,6,0.41,1,13.77,4,0,0,3,4,1,High
10,49,11.1,10,0.17,0,22.99,2,1,0,2,1,1,High
7,1,61.7,2,0.3,2,26.48,2,0,0,0,3,0,Low
2,10,35.71,2,0.37,1,29.88,3,1,0,2,1,0,Low
0,4,21.46,0,0.21,0,29.02,2,1,0,3,1,0,Low
7,37,69.8,6,0.33,2,27.51,0,1,0,3,2,2,High
0,13,55.87,6,0.03,0,28.57,4,1,0,3,4,1,Low
9,28,99.61,3,0.18,0,17.63,3,1,0,2,2,0,Medium
0,31,93.4,9,0.43,0,16.6,4,1,0,2,0,0,Medium
8,17,31.45,0,0.44,0,5.15,3,1,0,1,2,2,Medium
0,35,58.53,4,0.36,0,15.88,3,1,0,0,3,2,Medium
3,17,38.17,1,0.42,1,11.36,0,1,0,1,3,1,Medium
10,4,65.61,2,0.41,2,18.91,4,1,0,0,0,1,Low
7,14,54.83,5,0.33,0,24.72,2,0,1,0,0,0,Low
8,37,93.05,7,0.38,1,24.16,0,1,0,1,3,1,High
4,33,62.34,9,0.02,2,25.94,0,1,0,0,4,0,Medium
7,2,67.05,3,0.32,2,24.62,2,1,0,0,1,0,Low
6,6,70.2,1,0.37,0,27.25,3,0,0,3,1,2,Low
0,45,79.57,4,0.23,2,18.19,0,1,0,2,3,0,High
7,34,35.79,10,0.39,0,15.56,0,1,0,0,1,1,Medium
2,40,42.76,6,0.17,0,21.71,1,1,0,0,2,0,High
4,29,29.36,8,0.34,1,17.24,3,1,0,1,0,0,Medium
10,11,31.25,9,0.43,2,28.67,1,0,0,2,3,1,Low
10,36,23.69,4,0.33,0,16.32,3,0,0,2,2,1,High
0,19,31.64,6,0.25,2,17.04,0,1,0,0,0,1,Medium
9,2,73.92,6,0.3,2,8.63,0,1,0,2,4,2,Low
8,2,16.16,9,0.42,2,29.75,0,1,0,3,0,2,Low
9,13,43.98,8,0.47,0,25.88,1,0,0,0,0,2,Low
8,31,41.12,9,0.2,2,24.4,3,1,0,2,1,0,Medium
3,40,47.36,9,0.33,1,27.29,3,1,0,1,1,1,High
7,1,28.19,4,0.16,0,29.15,0,0,0,2,3,1,Low
4,14,30.34,8,0.32,2,22.39,3,0,0,2,0,0,Low
0,16,11.26,0,0.38,0,9.39,0,0,0,2,0,2,Medium
10,47,68.86,0,0.5,0,21.07,3,1,0,1,3,2,High
9,47,4.63,10,0.31,2,17.17,3,0,0,0,3,2,High
1,25,44.03,5,0.45,0,6.58,2,1,0,1,2,1,Medium
10,7,8.1,7,0.19,2,8.31,4,1,0,2,0,0,Low
9,30,6.4,9,0.25,0,9.14,4,0,0,3,3,1,Medium
3,43,61.5,7,0.18,2,16.15,4,0,0,2,3,0,High
6,24,86.78,5,0.37,0,16.19,3,1,0,2,0,1,Medium
9,38,77.68,3,0.17,1,25.05,3,0,0,1,2,0,High
5,17,87.1,4,0.12,1,21.82,4,1,0,3,3,2,Medium
4,17,60.26,9,0.2,2,25.89,3,0,1,1,2,0,Medium
3,42,68.98,1,0.09,1,10.69,1,0,0,3,2,0,High
0,9,21.87,8,0.13,0,9.71,0,0,0,2,3,1,Low
3,3,11.28,11,0.26,2,14.12,2,1,0,3,2,1,Low
8,45,97.4,9,0.32,2,23.03,0,0,0,2,3,1,High
7,46,29.36,2,0.46,0,25.62,4,0,0,3,4,2,High
5,32,60.6,6,0.04,0,22.35,2,0,0,3,4,2,Medium
4,3,92.56,8,0.16,2,20.07,2,1,0,1,0,0,Low
0,1,86.6,11,0.5,2,15.03,2,0,0,2,2,0,Low
1,40,35.64,4,0.48,0,22.04,4,0,0,1,4,0,High
6,8,44.94,8,0.5,0,18.29,3,1,0,3,1,1,Low
8,30,66.25,10,0.24,0,21.56,1,1,0,2,1,0,Medium
6,35,53.54,10,0.0,0,15.67,3,0,0,3,4,0,Medium
10,27,98.62,1,0.26,1,18.42,1,1,0,1,3,0,Medium
4,13,21.3,0,0.44,0,24.74,2,1,0,2,0,2,Low
9,6,91.15,6,0.26,2,10.87,3,1,0,1,4,2,Low
8,32,77.82,10,0.32,1,25.9,1,1,0,2,1,0,Medium
0,3,60.5,5,0.34,0,26.26,1,0,1,3,0,1,Low
5,4,87.55,6,0.46,1,16.1,2,1,0,2,2,0,Low
3,28,6.41,8,0.43,2,7.62,4,1,0,2,1,1,Medium
5,45,3.49,10,0.48,0,13.52,4,0,0,2,0,2,High
10,44,89.09,3,0.41,1,6.47,0,0,0,3,0,2,High
4,23,33.41,9,0.13,0,16.17,1,1,0,2,4,2,Medium
7,13,2.8,9,0.37,0,18.03,2,1,0,2,4,2,Low
5,23,85.78,10,0.18,1,12.76,4,0,0,2,2,1,Medium
9,3,98.91,6,0.12,2,24.49,4,1,1,2,3,1,Low
9,38,10.04,9,0.08,2,5.49,3,1,0,0,4,0,High
1,24,72.37,2,0.15,1,9.51,3,0,0,0,2,0,Medium
7,12,14.49,6,0.29,1,20.81,1,1,0,3,1,0,Low
6,9,15.6,4,0.1,1,15.48,0,0,0,2,1,0,Low
4,1,44.56,1,0.36,1,21.19,3,0,0,2,1,0,Low
9,20,17.67,6,0.35,1,23.55,0,1,0,2,0,0,Medium
3,17,43.24,3,0.21,2,15.81,3,0,0,0,2,1,Medium
6,32,26.79,6,0.37,0,27.4,3,0,0,0,0,1,Medium
7,5,47.42,6,0.19,2,8.29,2,0,0,2,3,2,Low
9,20,93.56,3,0.19,1,8.14,3,0,0,3,3,0,Medium
10,26,82.96,6,0.01,2,23.98,3,0,0,3,3,0,Medium
9,39,93.17,6,0.43,0,14.49,3,1,0,0,4,2,High
3,28,26.21,4,0.39,2,5.85,1,1,0,3,2,0,Medium
0,7,35.32,11,0.26,0,26.9,0,0,0,1,0,0,Low
2,8,20.03,9,0.19,1,16.44,0,1,0,0,3,2,Low
8,23,13.71,2,0.19,2,21.08,3,0,0,0,0,1,Medium
7,7,86.0,3,0.32,2,22.83,4,1,0,1,4,1,Low
3,43,17.34,2,0.29,1,6.46,1,1,0,0,2,2,High
0,24,84.87,4,0.01,0,26.12,1,1,0,0,4,0,Medium
3,48,46.76,6,0.22,0,17.24,1,1,0,1,4,2,High
4,23,60.9,5,0.07,2,20.41,4,1,0,1,1,0,Medium
8,18,29.02,5,0.27,0,7.87,2,0,0,2,4,1,Medium
8,24,19.65,8,0.05,0,27.32,0,1,0,1,0,0,Medium
1,13,12.9,9,0.47,2,26.19,1,0,0,3,0,2,Low
5,8,24.39,10,0.32,1,27.71,1,1,1,2,1,0,Low
2,45,92.64,1,0.2,0,7.48,0,0,0,2,2,0,High
5,23,94.15,10,0.42,0,19.46,0,1,1,3,3,1,Medium
6,41,20.55,8,0.23,2,10.16,0,0,0,1,3,2,High
7,40,62.63,4,0.42,2,8.69,2,0,0,2,4,2,High
9,47,44.97,1,0.08,0,15.48,0,1,0,1,2,2,High
0,19,60.62,11,0.44,2,26.38,3,0,1,2,0,0,Medium
2,19,69.73,2,0.18,2,25.27,2,1,0,1,1,0,Medium
6,10,4.5,11,0.41,1,27.23,4,1,0,1,4,1,Low
5,35,10.72,11,0.35,1,10.43,3,1,0,0,0,2,Medium
5,10,55.48,10,0.11,2,13.35,3,1,1,2,2,0,Low
1,44,26.49,3,0.21,2,14.34,1,0,0,1,1,0,High
9,8,74.78,2,0.08,1,6.88,3,0,0,1,1,1,Low
0,44,11.63,2,0.39,0,28.78,0,0,0,0,1,0,High
5,12,74.73,9,0.44,0,18.76,0,0,0,1,3,0,Low
7,24,33.36,3,0.08,0,21.01,4,0,0,2,1,2,Medium
6,7,24.09,6,0.34,1,23.13,1,1,0,1,1,2,Low
7,22,73.78,8,0.39,2,7.67,2,1,0,2,3,1,Medium
9,46,32.08,5,0.19,0,17.79,0,0,0,3,2,1,High
3,2,70.37,2,0.42,2,14.16,4,0,0,0,2,1,Low
2,36,56.35,11,0.04,0,16.35,0,1,0,1,4,0,High
2,20,69.21,11,0.35,0,7.89,4,1,0,2,4,1,Medium
8,15,59.93,0,0.2,2,16.59,2,1,0,0,1,0,Low
5,19,83.63,4,0.02,0,5.49,4,0,0,1,1,0,Medium
3,11,48.57,4,0.03,1,13.13,4,1,0,3,3,2,Low
1,2,42.62,1,0.13,2,11.17,4,1,0,2,0,0,Low
8,41,3.0,8,0.48,1,26.07,0,1,0,2,2,1,High
5,6,96.45,7,0.44,0,15.02,3,1,0,3,0,0,Low
6,48,98.88,4,0.31,2,20.52,4,1,0,3,0,1,High
2,41,74.75,1,0.06,2,12.16,4,0,0,2,0,2,High
1,21,13.76,3,0.15,2,22.24,2,1,0,0,0,1,Medium
4,1,64.38,3,0.08,2,24.49,0,0,0,2,3,2,Low
2,42,32.94,11,0.43,1,28.4,0,1,0,0,2,1,High
9,15,54.35,11,0.44,0,19.28,4,0,0,2,3,2,Low
9,19,6.37,4,0.14,2,9.59,3,0,0,0,3,0,Medium
3,42,59.63,0,0.05,0,27.97,1,1,1,1,3,2,High
8,17,24.23,0,0.39,0,13.75,4,1,0,1,1,2,Medium
6,32,64.54,11,0.21,1,17.85,0,1,0,1,2,0,Medium
6,18,47.37,1,0.1,1,8.2,2,1,0,0,2,0,Medium
7,49,51.65,2,0.22,0,18.66,3,1,0,0,0,0,High
4,26,8.84,11,0.19,0,5.27,3,0,0,2,4,0,Medium
7,37,3.17,0,0.32,2,9.99,2,0,0,1,4,0,High
1,10,34.17,0,0.2,1,5.52,2,0,1,1,2,2,Low
6,34,5.63,2,0.25,1,24.77,2,1,0,3,3,2,Medium
7,18,34.65,2,0.3,2,13.21,4,1,0,1,3,0,Medium
1,20,38.36,2,0.43,1,19.94,1,1,0,2,3,1,Medium
7,42,26.96,7,0.38,0,29.18,2,1,0,0,3,0,High
7,49,75.75,5,0.07,1,15.66,2,1,0,2,4,1,High
3,17,42.85,5,0.18,1,7.48,3,1,0,2,2,0,Medium
8,18,10.04,10,0.45,2,12.49,1,1,0,0,1,0,Medium
10,20,43.62,0,0.35,2,10.5,3,0,0,1,0,0,Medium
10,3,6.98,7,0.15,1,21.69,1,1,0,3,3,0,Low
1,33,45.33,2,0.04,2,10.33,1,1,0,1,1,2,Medium
7,28,76.56,11,0.47,2,25.29,4,0,1,3,0,2,Medium
8,40,44.42,2,0.45,0,12.1,2,0,1,1,1,0,High
0,17,90.7,11,0.09,2,5.1,1,0,0,2,0,1,Medium
1,23,8.46,10,0.24,2,21.41,4,0,0,0,0,2,Medium
0,35,93.13,2,0.5,0,7.76,1,0,0,0,0,1,Medium
5,35,91.94,10,0.13,1,27.95,0,1,0,2,1,1,Medium
6,25,48.13,7,0.39,2,19.37,1,0,0,0,3,2,Medium
0,18,8.91,7,0.09,0,19.33,0,0,1,3,0,2,Medium
1,49,54.06,10,0.3,1,8.56,2,0,0,2,0,2,High
1,13,50.08,4,0.31,0,15.16,2,1,1,1,4,1,Low
9,47,23.28,8,0.18,1,29.08,3,0,0,3,2,2,High
1,18,77.11,7,0.03,0,17.17,4,0,0,3,0,0,Medium
2,10,86.09,8,0.05,0,6.93,4,1,0,2,4,2,Low
6,31,63.87,4,0.23,0,29.54,1,1,0,0,2,2,Medium
1,41,89.37,1,0.4,0,22.63,1,0,0,0,2,1,High
1,19,38.47,2,0.42,0,26.41,0,1,0,0,2,0,Medium
10,8,17.44,0,0.5,2,24.44,2,0,1,2,3,1,Low
3,48,32.05,10,0.3,2,20.62,4,1,0,3,3,2,High
6,8,94.23,6,0.22,1,20.06,0,0,1,1,3,2,Low
7,17,34.66,0,0.23,2,20.16,0,0,0,3,0,2,Medium
3,6,2.85,8,0.3,1,6.76,0,0,0,3,0,1,Low
0,35,78.85,8,0.38,2,8.33,2,0,1,2,0,0,Medium
4,1,62.21,8,0.23,0,18.55,1,1,0,2,3,1,Low
3,37,75.46,3,0.45,1,7.5,1,0,0,0,4,2,High
3,25,56.44,4,0.32,2,14.16,3,0,0,1,3,1,Medium
4,6,34.6,0,0.13,2,13.17,1,0,0,0,1,2,Low
2,23,60.04,0,0.2,1,28.13,2,0,0,1,4,0,Medium
1,46,71.56,7,0.08,1,12.14,3,0,0,0,2,2,High
5,22,69.96,2,0.31,1,16.15,4,0,0,2,1,0,Medium
